frame.number	frame.time_relative	bthci_acl.chandle	bthci_acl.src.bd_addr	bthci_acl.dst.bd_addr	btl2cap.cid	btatt.opcode	btatt.handle	btatt.starting_handle	btatt.ending_handle	btatt.group_end_handle	btatt.service_uuid16	btatt.service_uuid128	btatt.characteristic_properties	btatt.characteristic_uuid16	btatt.characteristic_uuid128	btatt.uuid16	btatt.uuid128	btatt.characteristic_configuration_client	btatt.value	_ws.col.info
1221	13492.536000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9a9a000707022b867d6201010103f3010103f30101ff12f0032aed030a7668747470733a2f2f6170692e6763732e6761726d696e2e636f6d2f776561746865722f76322f63757272656e743f6c61743d353331353338363833266c6f6e3d3132393039343830332674656d70556e69743d43454c53495553267370656564556e69743d4d45544552535f5045525f5345434f4e4418012a150a0f4163636570742d4c616e6775616765120269742a3c0a0d417574686f72697a6174696f6e122b4265617265722069666a71676a63682d7a37696f2d68626e612d676f6a622d716237367130	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1222	13492.537000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9a9b6e39787563752a170a0f4163636570742d456e636f64696e671204677a69702a210a1c782d6761726d696e2d696e74f865726e616c2d726571756573742d69641201352a3b0a13782d6761726d696e2d6369712d6170702d6964122432303639383665662d303332642d343633642d386230652d3566613638613263353732382a1d0a17582d4761726d696e2d557365722d496e6974696174656412023f302a1e0a10582d4761726d696e2d556e69742d4944120a333630303334383135382a270a17582d4761726d696e2d53572d506172742d4e756d626572120c3030362d423435	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1233	13492.626000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9a9c33362d31302a220a19582d4761726d696e2d4669726d776172652d56657273696f6e120532322e33352a170a10582d4761726d696e2d4261636b656e6412034254460cba00	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1234	13492.627000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9a9d00075f022b877e62010101034b0201034b0201ff12c8042ac5040acd0168747470733a2f2f6170692e6763732e6761726d696e2e636f6d2f776561746865722f76322f666f7265636173742f686f75723f6c61743d353331353338363833266c6f6e3d313239303934383033266475726174696f6e3d3134267370656564556e69743d4d45544552535f5045525f5345434f4e442674656d70556e69743d43454c53495553267072657373757265556e69743d494e434845535f4f465f4d455243555259267669736962696c697479556e69743d4d455445522674696d65734f66496e	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1235	13492.716000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9a9e7465726573743d18012a150a0f4163636570742d4c616e6775616765120269742a3c0a0d417574686f72697a617469ff6f6e122b4265617265722069666a71676a63682d7a37696f2d68626e612d676f6a622d7162373671306e39787563752a170a0f4163636570742d456e636f64696e671204677a69702a210a1c782d6761726d696e2d696e7465726e616c2d726571756573742d69641201352a3b0a13782d6761726d696e2d6369712d6170702d6964122432303639383665662d303332642d343633642d386230652d3566613638613263353732382a1d0a17582d4761726d69	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1236	13492.717000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9a9f6e2d557365722d496e6974696174656412023f302a1e0a10582d4761726d696e2d556e69742d4944120a333630303334383135382a270a17582d4761726d696e2d53572d506172742d4e75526d626572120c3030362d42343533362d31302a220a19582d4761726d696e2d4669726d776172652d56657273696f6e120532322e33352a170a10582d4761726d696e2d4261636b656e6412034254469f9400	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1237	13492.718000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9aa00007fb012b887f6201010103e7010103e70101ff12e4032ae1030a6a68747470733a2f2f6170692e6763732e6761726d696e2e636f6d2f776561746865722f76322f666f7265636173742f6461793f6c61743d353331353338363833266c6f6e3d313239303934383033266475726174696f6e3d352674656d70556e69743d43454c5349555318012a150a0f4163636570742d4c616e6775616765120269742a3c0a0d417574686f72697a6174696f6e122b4265617265722069666a71676a63682d7a37696f2d68626e612d676f6a622d7162373671306e39787563752a170a0f4163	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1238	13492.720000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9aa1636570742d456e636f64696e671204677a69702a210a1c782d6761726d696e2d696e7465726e616c2d726571756573ec742d69641201352a3b0a13782d6761726d696e2d6369712d6170702d6964122432303639383665662d303332642d343633642d386230652d3566613638613263353732382a1d0a17582d4761726d696e2d557365722d496e6974696174656412023f302a1e0a10582d4761726d696e2d556e69742d4944120a333630303334383135382a270a17582d4761726d696e2d53572d506172742d4e756d626572120c3030362d42343533362d31302a220a19582d47	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1239	13492.721000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9aa261726d696e2d4669726d776172652d56657273696f6e120532322e33352a170a10582d4761726d696e2d4261636b656e641203425446486200	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1240	13492.880000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98c0	Sent Write Command, Handle: 0x001b (Unknown)
1241	13492.918000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98ea000211010486b313037d62010101010103f61d00	Sent Write Command, Handle: 0x001b (Unknown)
1243	13493.347000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9ac0	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1244	13493.348000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98eb000211010487b313037e620101010101034bcb00	Sent Write Command, Handle: 0x001b (Unknown)
1245	13493.526000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9b00	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1246	13493.526000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98ec000211010488b313037f620101010101039e1300	Sent Write Command, Handle: 0x001b (Unknown)
1248	13493.706000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9b40	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1249	13493.706000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98ed00074c072c927d620101010338070103380701ff12b50e32b20e086410c8011af5057b2265706f63685365636f6e6473223a313738313736363030302c2274656d7065726174757265223a7b2276616c7565223a32372e32323232323232323232323232322c22756e697473223a2243454c53495553227d2c226465736372697074696f6e223a2250726576616c656e74656d656e7465206e75766f6c6f736f222c2269636f6e223a31332c226665656c734c696b6554656d7065726174757265223a7b2276616c7565223a32372e32323232323232323232323232322c22756e6974	Sent Write Command, Handle: 0x001b (Unknown)
1250	13493.707000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98ee73223a2243454c53495553227d2c22646577506f696e74223a7b2276616c7565223a31332e38383838383838383838ff383838392c22756e697473223a2243454c53495553227d2c2272656c617469766548756d6964697479223a34302c2277696e64223a7b227370656564223a7b2276616c7565223a332e35373633322c22756e697473223a224d45544552535f5045525f5345434f4e44227d2c22646972656374696f6e537472696e67223a224e45222c22646972656374696f6e223a33342c22677573745370656564223a7b2276616c7565223a372e35393936382c22756e69	Sent Write Command, Handle: 0x001b (Unknown)
1251	13493.707000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98ef7473223a224d45544552535f5045525f5345434f4e44227d7d2c226c6f636174696f6e4e616d65223a22415250454745222c227669736962696c697479223a7b2276616c7565223a31352eff302c22756e697473223a224d494c45227d2c227072657373757265223a7b2276616c7565223a33302e31313138372c22756e697473223a22494e434845535f4f465f4d455243555259227d2c2268656174496e646578223a7b2276616c7565223a32372e32323232323232323232323232322c22756e697473223a2243454c53495553227d2c226365696c696e67486569676874223a7b	Sent Write Command, Handle: 0x001b (Unknown)
1252	13493.707000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98f02276616c7565223a3939393939392c22756e697473223a22464f4f54227d2c22636c6f7564436f766572616765223a35332c2264656e73697479416c746974756465223a7b2276616c7565223a3432342e393839393336393931373836332c22756e697473223aff224d45544552227d7d2a1a0a0f63662d63616368652d737461747573120744594e414d49432a0c0a07457870697265731201302a150a0e782d6763732d70726f766964657212034443492a3f0a0d43616368652d436f6e74726f6c122e6e6f2d63616368652c206e6f2d73746f72652c206d61782d6167653d302c	Sent Write Command, Handle: 0x001b (Unknown)
1253	13493.708000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98f1206d7573742d726576616c69646174652a120a06507261676d6112086e6f2d63616368652a140a06536572766572120a636c6f7564666c6172652a180a10436f6e74656e742d456e636f64696e671204677a69702a170a0f782d6672616d652d6f7074696f6e73120444454e592acc010a0a5365742d436f6f6b696512bd015f636675ff7669643d7a374d3861794b4a58435034556d397539776631506c3972685479645238377a65364c3238634871795f632d313738313736393232392e3931343133382d312e302e312e312d42415f5077583458412e6761575843594739725f4d	Sent Write Command, Handle: 0x001b (Unknown)
1254	13493.708000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98f2375534424c6e546d7a7245744b7378354a61764877343b20487474704f6e6c793b2053616d65536974653d4e6f6e653b205365637572653b20506174683d2f3b20446f6d61696e3d6170692e6763732e6761726d696e2e636f6d2a410a195374726963742d5472616e73706f72742d536563757269747912246d61782d6167653d3331353336303030203b20696e636c756465537562446f6d61696e732a20ff0a0c436f6e74656e742d5479706512106170706c69636174696f6e2f6a736f6e2a83020a097265706f72742d746f12f5017b2267726f7570223a2263662d6e656c222c	Sent Write Command, Handle: 0x001b (Unknown)
1255	13493.708000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98f3226d61785f616765223a3630343830302c22656e64706f696e7473223a5b7b2275726c223a2268747470733a2f2f612e6e656c2e636c6f7564666c6172652e636f6d2f7265706f72742f76343f733d7778556a4d616d62653663625345684f5855614f4b494f6a744d53765236414352363379516f4e5743726e30724f3738514c6f615542485534465a47783945795662352532464d4d77253246624a4b6f434332626b686768564f307361636352314341346e716d6b62525679ff4e394751716f48334d686e43654f7a4769517a76516b493279716d373251253344253344227d5d	Sent Write Command, Handle: 0x001b (Unknown)
1256	13493.708000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98f47d2a170a0456617279120f4163636570742d456e636f64696e672a210a16782d636f6e74656e742d747970652d6f7074696f6e7312076e6f736e6966662a1e0a0663662d7261791214613064386238663666646236656464372d4d58502a460a036e656c123f7b227265706f72745f746f223a2263662d6e656c222c22737563636573735f6672616374696f6e223a302e30312c226d61785f616765223a3630343830307d2a250a0444617465121d5468752c203138204a756e20323032362030373a35333a353020474d542a210a10782d7873732d7049726f74656374696f6e120d	Sent Write Command, Handle: 0x001b (Unknown)
1257	13493.709000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98f5313b206d6f64653d626c6f636b2a2c0a0c782d726571756573742d6964121c316178326265736d6267766e652d2d31326e7370377439373773386c77a800	Sent Write Command, Handle: 0x001b (Unknown)
1260	13493.887000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9c00	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1264	13493.978000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9d40	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1266	13494.156000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9d80	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1267	13494.156000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98f600078e0f2c937e62010101030e2801037a0f01ff128b50328850086410c8011ac8475b7b2265706f63685365636f6e6473223a313738313736393630302c226465736372697074696f6e223a2250726576616c656e74656d656e7465206e75766f6c6f736f222c2274656d70223a7b2276616c7565223a32392e3434343434343434343434343434332c22756e697473223a2243454c53495553227d2c2270726563697050726f62223a33302c2277696e64223a7b227370656564223a7b2276616c7565223a342e31313535322c22756e697473223a224d45544552535f5045525f53	Sent Write Command, Handle: 0x001b (Unknown)
1268	13494.157000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98f745434f4e44227d2c22646972656374696f6e537472696e67223a224e45222c22646972656374696f6e223a33352c22ff677573745370656564223a7b2276616c7565223a372e373136362c22756e697473223a224d45544552535f5045525f5345434f4e44227d7d2c2269636f6e223a31332c22646577506f696e74223a7b2276616c7565223a31342e3434343434343434343434343434352c22756e697473223a2243454c53495553227d2c227576496e646578223a342e3339352c2272656c617469766548756d6964697479223a34312c226665656c734c696b6554656d706572	Sent Write Command, Handle: 0x001b (Unknown)
1269	13494.157000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98f86174757265223a7b2276616c7565223a32392e3434343434343434343434343434332c22756e697473223a2243454c53495553227d2c227669736962696c697479223a7b2276616c756522ff3a32343134302e31362c22756e697473223a224d45544552227d2c227072657373757265223a7b2276616c7565223a33302e31313138372c22756e697473223a22494e434845535f4f465f4d455243555259227d2c226169725175616c697479223a302c22636c6f7564436f766572223a35332c226365696c696e67486569676874223a7b2276616c7565223a3939393939392c22756e	Sent Write Command, Handle: 0x001b (Unknown)
1270	13494.157000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98f9697473223a22464f4f54227d7d2c7b2265706f63685365636f6e6473223a313738313737333230302c226465736372697074696f6e223a2250726576616c656e74656d656e7465206e75766f6c6f736f222c2274656d70223a7b2276616c7565223a33312e3131ff3131313131313131313131312c22756e697473223a2243454c53495553227d2c2270726563697050726f62223a33302c2277696e64223a7b227370656564223a7b2276616c7565223a342e31313535322c22756e697473223a224d45544552535f5045525f5345434f4e44227d2c22646972656374696f6e537472	Sent Write Command, Handle: 0x001b (Unknown)
1271	13494.158000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98fa696e67223a224e45222c22646972656374696f6e223a33352c22677573745370656564223a7b2276616c7565223a372e373136362c22756e697473223a224d45544552535f5045525f5345434f4e44227d7d2c2269636f6e223a31332c22646577506f696e74223a7b2276616c7565223a31352e302c22756e697473223a2243454c53ff495553227d2c227576496e646578223a362e3339362c2272656c617469766548756d6964697479223a33382c226665656c734c696b6554656d7065726174757265223a7b2276616c7565223a33312e31313131313131313131313131312c22	Sent Write Command, Handle: 0x001b (Unknown)
1272	13494.158000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98fb756e697473223a2243454c53495553227d2c227669736962696c697479223a7b2276616c7565223a32343134302e31362c22756e697473223a224d45544552227d2c227072657373757265223a7b2276616c7565223a33302e3131343436382c22756e697473223a22494e434845535f4f465f4d455243555259227d2c226169725175616c697479223a302c22636c6f7564436f766572223a37302c226365ff696c696e67486569676874223a7b2276616c7565223a3939393939392c22756e697473223a22464f4f54227d7d2c7b2265706f63685365636f6e6473223a3137383137	Sent Write Command, Handle: 0x001b (Unknown)
1273	13494.158000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98fc37363830302c226465736372697074696f6e223a225061727a69616c6d656e7465206e75766f6c6f736f222c2274656d70223a7b2276616c7565223a33322e32323232323232323232323232322c22756e697473223a2243454c53495553227d2c2270726563697050726f62223a33302c2277696e64223a7b227370656564223a7b2276616c7565223a342e31313535322c22756e697473223a224d45544552535f5045525f5345434f4e44227d2c22646972656374696f6e5374ff72696e67223a224e45222c22646972656374696f6e223a33352c22677573745370656564223a7b	Sent Write Command, Handle: 0x001b (Unknown)
1274	13494.158000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98fd2276616c7565223a372e373136362c22756e697473223a224d45544552535f5045525f5345434f4e44227d7d2c2269636f6e223a392c22646577506f696e74223a7b2276616c7565223a31342e3434343434343434343434343434352c22756e697473223a2243454c53495553227d2c227576496e646578223a382e3030332c2272656c617469766548756d6964697479223a33352c226665656c734c696b6554656d7065726174757265223a7b2276616c7565223a33322e32323232323232323232323232322c22756e697473223a2243454c534955ff53227d2c22766973696269	Sent Write Command, Handle: 0x001b (Unknown)
1275	13494.159000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98fe6c697479223a7b2276616c7565223a32343134302e31362c22756e697473223a224d45544552227d2c227072657373757265223a7b2276616c7565223a33302e3130323835382c22756e697473223a22494e434845535f4f465f4d455243555259227d2c226169725175616c697479223a302c22636c6f7564436f766572223a36332c226365696c696e67486569676874223a7b2276616c7565223a3939393939392c22756e697473223a22464f4f54227d7d2c7b2265706f63685365636f6e6473223a313738313738303430302c226465736372697074696f6e223a225061727a69	Sent Write Command, Handle: 0x001b (Unknown)
1276	13494.159000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98ff616c6d656e7465206e75766f6c6f736fff222c2274656d70223a7b2276616c7565223a33332e3333333333333333333333333333362c22756e697473223a2243454c53495553227d2c2270726563697050726f62223a32352c2277696e64223a7b227370656564223a7b2276616c7565223a342e363239393630303030303030303030352c22756e697473223a224d45544552535f5045525f5345434f4e44227d2c22646972656374696f6e537472696e67223a224e45222c22646972656374696f6e223a34332c22677573745370656564223a7b2276616c7565223a392e37373433	Sent Write Command, Handle: 0x001b (Unknown)
1277	13494.159000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98c0362c22756e697473223a224d45544552535f5045525f5345434f4e44227d7d2c2269636f6e223a392c226465ff77506f696e74223a7b2276616c7565223a31332e38383838383838383838383838392c22756e697473223a2243454c53495553227d2c227576496e646578223a382e3733352c2272656c617469766548756d6964697479223a33312c226665656c734c696b6554656d7065726174757265223a7b2276616c7565223a33332e3333333333333333333333333333362c22756e697473223a2243454c53495553227d2c227669736962696c697479223a7b2276616c7565	Sent Write Command, Handle: 0x001b (Unknown)
1278	13494.159000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98c1223a32343134302e31362c22756e697473223a224d45544552227d2c227072657373757265223a7b2276616c7565223a33302e3039313234362c22756e697473223a22494e434845ff535f4f465f4d455243555259227d2c226169725175616c697479223a302c22636c6f7564436f766572223a35372c226365696c696e67486569676874223a7b2276616c7565223a3939393939392c22756e697473223a22464f4f54227d7d2c7b2265706f63685365636f6e6473223a313738313738343030302c226465736372697074696f6e223a225061727a69616c6d656e7465206e75766f	Sent Write Command, Handle: 0x001b (Unknown)
1279	13494.160000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98c26c6f736f222c2274656d70223a7b2276616c7565223a33342e34343434343434343434343434342c22756e697473223a2243454c53495553227d2c2270726563697050726f62223a32302c2277696e64223a7b227370656564223a7b2276616c7565223aff342e363239393630303030303030303030352c22756e697473223a224d45544552535f5045525f5345434f4e44227d2c22646972656374696f6e537472696e67223a224e45222c22646972656374696f6e223a34332c22677573745370656564223a7b2276616c7565223a392e37373433362c22756e697473223a224d45	Sent Write Command, Handle: 0x001b (Unknown)
1280	13494.160000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98c3544552535f5045525f5345434f4e44227d7d2c2269636f6e223a392c22646577506f696e74223a7b2276616c7565223a31332e3333333333333333333333333333322c22756e697473223a2243454c53495553227d2c227576496e646578223a382e3435372c2272656c617469766548756d6964697479223a32382c22666565ff6c734c696b6554656d7065726174757265223a7b2276616c7565223a33342e34343434343434343434343434342c22756e697473223a2243454c53495553227d2c227669736962696c697479223a7b2276616c7565223a32343134302e31362c2275	Sent Write Command, Handle: 0x001b (Unknown)
1281	13494.160000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98c46e697473223a224d45544552227d2c227072657373757265223a7b2276616c7565223a33302e3037393633362c22756e697473223a22494e434845535f4f465f4d455243555259227d2c226169725175616c697479223a302c22636c6f7564436f766572223a35302c226365696c696e67486569676874223a7b2276616c7565223a3939393939392c22756e697473223a22464f4f54227d7d2c7b22ff65706f63685365636f6e6473223a313738313738373630302c226465736372697074696f6e223a2250726576616c656e74656d656e746520736572656e6f222c2274656d7022	Sent Write Command, Handle: 0x001b (Unknown)
1282	13494.161000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98c53a7b2276616c7565223a33352e302c22756e697473223a2243454c53495553227d2c2270726563697050726f62223a31352c2277696e64223a7b227370656564223a7b2276616c7565223a342e363239393630303030303030303030352c22756e697473223a224d45544552535f5045525f5345434f4e44227d2c22646972656374696f6e537472696e67223a224e45222c22646972656374696f6e223a34332c22677573745370656564223a7b2276616c7565223a392eff37373433362c22756e697473223a224d45544552535f5045525f5345434f4e44227d7d2c2269636f6e22	Sent Write Command, Handle: 0x001b (Unknown)
1283	13494.246000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9da3000211010492b413037d62010101010103dc5900	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1285	13494.247000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98c63a352c22646577506f696e74223a7b2276616c7565223a31322e3737373737373737373737373737372c22756e697473223a2243454c53495553227d2c227576496e646578223a372e3239352c2272656c617469766548756d6964697479223a32362c226665656c734c696b6554656d7065726174757265223a7b2276616c7565223a33352e302c22756e697473223a2243454c53495553227d2c227669736962696c697479223a7b2276616c7565223a32343134302e31362c22756e697473223a224d45544552227d2c2270726573737572659b223a7b2276616c7565223a33302e	Sent Write Command, Handle: 0x001b (Unknown)
1286	13494.247000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												98c73036323534362c22756e697473223a22494e434845535f4f465f4d455243555259227d2c226169725175616c697479223a302c22636c6f7564436f766572223a34342c226365696c696e67486569676874223a7b2276616c7565223a3939393939392c22756e697473223a22464f4f54227d7d2c7b2265706f63685365636f6e6473223a31373831373945af00	Sent Write Command, Handle: 0x001b (Unknown)
1289	13494.255000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9ec0	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1292	13494.261000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9000	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1293	13494.261000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9900	Sent Write Command, Handle: 0x001b (Unknown)
1297	13494.269000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9140	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1299	13494.338000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018												9224000211010493b413037e62010101010103618f00	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
1300	13494.339000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												99480007250c2c947f6201010103110c0103110c01ff128e18328b18086410c8011acc0f5b7b226461794f665765656b223a342c226465736372697074696f6e223a225061727a69616c6d656e7465206e75766f6c6f736f222c2273756d6d617279223a225061727a69616c6d656e7465206e75766f6c6f736f2e2056656e746920766172696162696c6920342d3137206b6d2f682e222c2268696768223a7b2276616c7565223a33352e35353535353535353535353535362c22756e697473223a2243454c53495553227d2c226c6f77223a7b2276616c7565223a32352e302c22756e69	Sent Write Command, Handle: 0x001b (Unknown)
1301	13494.339000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												99497473223a2243454c53495553227d2c2270726563697050726f62223a31352c2269636f6e223a392c2265706f636853ff756e72697365223a313738313735333433382c2265706f636853756e736574223a313738313830393430372c2277696e64223a7b227370656564223a7b2276616c7565223a31302c22756e697473223a224b494c4f4d45544552535f5045525f484f5552227d2c22646972656374696f6e537472696e67223a6e756c6c2c22646972656374696f6e223a3134367d2c2268756d6964697479223a36307d2c7b226461794f665765656b223a352c226465736372	Sent Write Command, Handle: 0x001b (Unknown)
1302	13494.339000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												994a697074696f6e223a2250726576616c656e74656d656e746520736572656e6f222c2273756d6d617279223a2250726576616c656e74656d656e746520736572656e6f2e2056656e74692076ff6172696162696c6920322d3139206b6d2f682e222c2268696768223a7b2276616c7565223a33362e3636363636363636363636363636342c22756e697473223a2243454c53495553227d2c226c6f77223a7b2276616c7565223a32362e31313131313131313131313131312c22756e697473223a2243454c53495553227d2c2270726563697050726f62223a302c2269636f6e223a352c	Sent Write Command, Handle: 0x001b (Unknown)
1303	13494.339000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												994b2265706f636853756e72697365223a313738313833393834342c2265706f636853756e736574223a313738313839353832352c2277696e64223a7b227370656564223a7b2276616c7565223a31302c22756e697473223a224b494c4f4d45544552535f5045525fff484f5552227d2c22646972656374696f6e537472696e67223a6e756c6c2c22646972656374696f6e223a3133357d2c2268756d6964697479223a36307d2c7b226461794f665765656b223a362c226465736372697074696f6e223a22536572656e6f222c2273756d6d617279223a22536572656e6f2e2056656e74	Sent Write Command, Handle: 0x001b (Unknown)
1304	13494.340000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												994c6920766172696162696c6920362d3137206b6d2f682e222c2268696768223a7b2276616c7565223a33382e3333333333333333333333333333362c22756e697473223a2243454c53495553227d2c226c6f77223a7b2276616c7565223a32382e38383838383838383838383838392c22756e697473223a2243454c53495553227d2c22ff70726563697050726f62223a302c2269636f6e223a332c2265706f636853756e72697365223a313738313932363235332c2265706f636853756e736574223a313738313938323234322c2277696e64223a7b227370656564223a7b2276616c	Sent Write Command, Handle: 0x001b (Unknown)
1305	13494.340000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												994d7565223a31312c22756e697473223a224b494c4f4d45544552535f5045525f484f5552227d2c22646972656374696f6e537472696e67223a6e756c6c2c22646972656374696f6e223a3133307d2c2268756d6964697479223a34377d2c7b226461794f665765656b223a372c226465736372697074696f6e223a225061727a69616c6d656e7465206e75766f6c6f736f222c2273756d6d617279223a225061ff727a69616c6d656e7465206e75766f6c6f736f2e2056656e746920532d4e20322d3137206b6d2f682e222c2268696768223a7b2276616c7565223a33372e3737373737	Sent Write Command, Handle: 0x001b (Unknown)
1306	13494.340000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												994e3737373737373737382c22756e697473223a2243454c53495553227d2c226c6f77223a7b2276616c7565223a32382e38383838383838383838383838392c22756e697473223a2243454c53495553227d2c2270726563697050726f62223a302c2269636f6e223a392c2265706f636853756e72697365223a313738323031323636342c2265706f636853756e736574223a313738323036383635362c2277696e64223a7b227370656564223a7b2276616c7565223a392c22756e69ff7473223a224b494c4f4d45544552535f5045525f484f5552227d2c22646972656374696f6e5374	Sent Write Command, Handle: 0x001b (Unknown)
