frame.number	frame.time_relative	btatt.opcode	btatt.handle	btatt.service_uuid16	btatt.service_uuid128	btatt.characteristic_properties	btatt.characteristic_uuid16	btatt.characteristic_uuid128	btatt.uuid16	btatt.uuid128	_ws.col.info
7681	14435.132000000	0x1b	0x0022		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0022 (Unknown: Unknown)
7682	14435.134000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7684	14435.584000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7685	14435.674000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7707	14461.862000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7710	14461.954000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7715	14462.132000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7717	14462.402000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7722	14462.492000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7723	14462.493000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7725	14462.495000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7727	14462.496000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7729	14462.582000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7730	14462.584000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7733	14462.762000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7734	14462.764000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7737	14462.942000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7739	14463.124000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7741	14463.126000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7742	14463.212000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7744	14463.214000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7745	14463.302000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7747	14463.304000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7748	14463.305000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7749	14463.306000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7750	14463.307000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7752	14463.392000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7754	14463.394000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7756	14463.482000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7757	14463.484000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7758	14463.485000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7763	14463.512000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7765	14463.514000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7766	14463.542000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7768	14463.544000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7769	14463.545000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7770	14463.546000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7772	14463.547000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7773	14463.572000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7775	14463.574000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7776	14463.602000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7778	14463.604000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7779	14463.605000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7780	14463.606000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7781	14463.610000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7784	14463.692000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7786	14463.752000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7788	14463.814000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7802	14466.452000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7803	14466.482000000	0x1b	0x0022		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0022 (Unknown: Unknown)
7804	14466.483000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7805	14466.483000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7809	14466.572000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7811	14466.604000000	0x1b	0x0022		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0022 (Unknown: Unknown)
7814	14467.204000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7817	14467.323000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7818	14467.324000000	0x1b	0x0022		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0022 (Unknown: Unknown)
7820	14467.352000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7823	14467.382000000	0x1b	0x0022		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0022 (Unknown: Unknown)
7825	14467.414000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7826	14467.502000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7827	14467.504000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7829	14467.592000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7830	14467.593000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7832	14467.595000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7833	14467.596000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7835	14467.652000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7839	14467.714000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7849	14467.892000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7850	14467.893000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7861	14468.042000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7862	14468.043000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7897	14477.792000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7898	14477.882000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7899	14477.883000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7905	14478.062000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7906	14478.063000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7918	14478.423000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7938	14478.524000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7941	14478.527000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7943	14478.602000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7944	14478.603000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7949	14478.784000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7950	14478.872000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7951	14478.874000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7952	14478.875000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7953	14478.876000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7954	14478.877000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7955	14478.879000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7958	14479.052000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7961	14479.233000000	0x1b	0x0022		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0022 (Unknown: Unknown)
7962	14479.233000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7963	14479.233000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7971	14479.352000000	0x1b	0x0022		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0022 (Unknown: Unknown)
7972	14479.382000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7978	14479.592000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7986	14479.654000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7990	14479.682000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7991	14479.683000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
8000	14479.744000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
8003	14479.772000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
8005	14479.804000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
8295	14513.792000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
8297	14514.154000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
8300	14514.514000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
8303	14514.783000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
10720	14746.474000000	0x12	0x0017		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0017 (Unknown: Unknown)
10729	14746.561000000	0x13	0x0017		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0017 (Unknown: Unknown)
10730	14746.562000000	0x12	0x001a		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x001a (Unknown: Unknown)
10745	14746.652000000	0x13	0x001a		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x001a (Unknown: Unknown)
10746	14746.652000000	0x0a	0x000d		7dfc80007d1c495186aa8d9728f8d66c						Sent Read Request, Handle: 0x000d (Unknown: Unknown)
10754	14746.712000000	0x0b	0x000d		7dfc80007d1c495186aa8d9728f8d66c						Rcvd Read Response, Handle: 0x000d (Unknown: Unknown)
10756	14746.714000000	0x12	0x001d		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x001d (Unknown: Unknown)
10760	14746.772000000	0x13	0x001d		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x001d (Unknown: Unknown)
10761	14746.772000000	0x12	0x0020		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0020 (Unknown: Unknown)
10764	14746.831000000	0x13	0x0020		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0020 (Unknown: Unknown)
10765	14746.831000000	0x12	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0016 (Unknown: Unknown)
10770	14746.892000000	0x13	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0016 (Unknown: Unknown)
10773	14746.892000000	0x1d	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Indication, Handle: 0x0016 (Unknown: Unknown)
10774	14746.893000000	0x1e	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Handle Value Confirmation, Handle: 0x0016 (Unknown: Unknown)
10775	14746.894000000	0x12	0x0037		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0037 (Unknown: Unknown)
10778	14746.952000000	0x13	0x0037		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0037 (Unknown: Unknown)
10779	14746.952000000	0x12	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0016 (Unknown: Unknown)
10782	14747.012000000	0x13	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0016 (Unknown: Unknown)
10783	14747.012000000	0x1d	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Indication, Handle: 0x0016 (Unknown: Unknown)
10784	14747.012000000	0x1e	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Handle Value Confirmation, Handle: 0x0016 (Unknown: Unknown)
10785	14747.013000000	0x12	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0016 (Unknown: Unknown)
10787	14747.072000000	0x13	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0016 (Unknown: Unknown)
10788	14747.072000000	0x1d	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Indication, Handle: 0x0016 (Unknown: Unknown)
10789	14747.072000000	0x1e	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Handle Value Confirmation, Handle: 0x0016 (Unknown: Unknown)
10790	14747.073000000	0x12	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0016 (Unknown: Unknown)
10795	14747.132000000	0x13	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0016 (Unknown: Unknown)
10796	14747.132000000	0x1d	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Indication, Handle: 0x0016 (Unknown: Unknown)
10797	14747.132000000	0x1e	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Handle Value Confirmation, Handle: 0x0016 (Unknown: Unknown)
10798	14747.132000000	0x12	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0016 (Unknown: Unknown)
10802	14747.192000000	0x13	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0016 (Unknown: Unknown)
10803	14747.192000000	0x1d	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Indication, Handle: 0x0016 (Unknown: Unknown)
10804	14747.192000000	0x1e	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Handle Value Confirmation, Handle: 0x0016 (Unknown: Unknown)
10805	14747.193000000	0x12	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0016 (Unknown: Unknown)
10812	14747.252000000	0x13	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0016 (Unknown: Unknown)
10813	14747.252000000	0x12	0x0036		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0036 (Unknown: Unknown)
10814	14747.252000000	0x1d	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Indication, Handle: 0x0016 (Unknown: Unknown)
10815	14747.252000000	0x1e	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Handle Value Confirmation, Handle: 0x0016 (Unknown: Unknown)
10818	14747.312000000	0x13	0x0036		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0036 (Unknown: Unknown)
10819	14747.312000000	0x12	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Write Request, Handle: 0x0016 (Unknown: Unknown)
10833	14747.372000000	0x13	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Write Response, Handle: 0x0016 (Unknown: Unknown)
10834	14747.372000000	0x1d	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Indication, Handle: 0x0016 (Unknown: Unknown)
10835	14747.372000000	0x1e	0x0016		7dfc70007d1c495186aa8d9728f8d66c						Sent Handle Value Confirmation, Handle: 0x0016 (Unknown: Unknown)
10873	14747.524000000	0x11	0x000b,0x000e,0x003a,0x005d						0x2800	7dfc80007d1c495186aa8d9728f8d66c,6cd6f828978daa8651491c7d0080fc7d,7dfc70007d1c495186aa8d9728f8d66c,6cd6f828978daa8651491c7d0070fc7d,7dfc60007d1c495186aa8d9728f8d66c,6cd6f828978daa8651491c7d0060fc7d,7dfc90007d1c495186aa8d9728f8d66c,6cd6f828978daa8651491c7d0090fc7d	Rcvd Read By Group Type Response, Attribute List Length: 4, Unknown, Unknown, Unknown, Unknown
12036	14797.199000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12038	14797.200000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12039	14797.201000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12040	14797.203000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12045	14797.739000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12047	14797.919000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12055	14798.191000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12063	14798.249000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12066	14798.309000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12067	14798.309000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12070	14798.369000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12072	14798.459000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12075	14798.519000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12077	14798.609000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12080	14798.819000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12081	14798.849000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12086	14798.911000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12087	14798.911000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12090	14799.029000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12092	14799.149000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12094	14799.209000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12097	14799.239000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12098	14799.269000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12101	14799.329000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12103	14799.449000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
12104	14799.449000000	0x1b	0x0018		7dfc70007d1c495186aa8d9728f8d66c						Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
