frame.number	frame.time_relative	bthci_evt.code	bthci_evt.le_meta_subevent	bthci_evt.connection_handle	bthci_evt.bd_addr	bthci_evt.status	_ws.col.info
105723	42698.534000000	0x3e	0x0c	0x0402		0x00	Rcvd LE Meta (LE PHY Update Complete)
105727	42698.628000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
105740	42698.812000000	0x3e	0x04	0x0402		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
105794	42699.318000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
105819	42702.318000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
107035	42720.082000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
107325	42741.172000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
109678	42835.523000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
110364	42916.012000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
110549	42956.325000000	0x3e	0x03	0x0401		0x00	Rcvd LE Meta (LE Connection Update Complete)
110739	42968.382000000	0x3e	0x03	0x0401		0x00	Rcvd LE Meta (LE Connection Update Complete)
110814	43227.808000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
111644	43234.095000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
112090	43274.571000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
112100	43276.393000000	0x3e	0x0a	0x0402	ff:70:de:ef:e9:0b	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
112115	43276.454000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
112125	43276.872000000	0x3e	0x0c	0x0402		0x00	Rcvd LE Meta (LE PHY Update Complete)
112128	43276.964000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
112140	43277.177000000	0x3e	0x04	0x0402		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
112254	43277.623000000	0x3e	0x03	0x0402		0x00	Rcvd LE Meta (LE Connection Update Complete)
112296	43278.136000000	0x3e	0x0a	0x0404	f9:35:24:84:18:dc	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
112314	43278.198000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
112333	43278.317000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
112359	43278.645000000	0x3e	0x0c	0x0404		0x00	Rcvd LE Meta (LE PHY Update Complete)
112363	43278.736000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
112381	43278.921000000	0x3e	0x04	0x0404		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
112427	43279.459000000	0x05		0x0404		0x00	Rcvd Disconnect Complete
113813	44005.095000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
114063	44005.364000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
114324	44006.217000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
114528	44006.948000000	0x3e	0x0a	0x0403	c3:4d:45:92:1e:06	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
114603	44007.008000000	0x3e	0x07	0x0403			Rcvd LE Meta (LE Data Length Change)
114748	44007.427000000	0x3e	0x0c	0x0403		0x00	Rcvd LE Meta (LE PHY Update Complete)
114751	44007.519000000	0x3e	0x07	0x0403			Rcvd LE Meta (LE Data Length Change)
114765	44007.702000000	0x3e	0x04	0x0403		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
114832	44008.240000000	0x05		0x0403		0x00	Rcvd Disconnect Complete
116048	44064.701000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
116415	44122.218000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
116646	44128.336000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
116654	44128.355000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
116746	44138.260000000	0x3e	0x0a	0x0402	c9:af:ec:ca:dd:34	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
116748	44138.264000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
116754	44138.285000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
116761	44138.377000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
116795	44142.038000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
117201	44143.466000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
118740	44248.502000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
118832	44249.424000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
118844	44250.367000000	0x3e	0x0a	0x0402	ff:70:de:ef:e9:0b	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
118860	44250.428000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
118872	44250.846000000	0x3e	0x0c	0x0402		0x00	Rcvd LE Meta (LE PHY Update Complete)
118875	44250.938000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
118887	44251.121000000	0x3e	0x04	0x0402		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
119000	44251.480000000	0x3e	0x0a	0x0404	f9:35:24:84:18:dc	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
119016	44251.540000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
119018	44251.567000000	0x3e	0x03	0x0402		0x00	Rcvd LE Meta (LE Connection Update Complete)
119058	44251.959000000	0x3e	0x0c	0x0404		0x00	Rcvd LE Meta (LE PHY Update Complete)
119064	44252.050000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
119088	44252.230000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
119111	44252.241000000	0x3e	0x04	0x0404		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
119167	44252.773000000	0x05		0x0404		0x00	Rcvd Disconnect Complete
